SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS
565823,"1,2",I am a 72-year-old woman. I was born in Kansas. I am a Cashier. I made $10K last year. I drive to work. I leave for work at around 5:35 PM. It takes me about 15 minutes to get to work.,I live with my daughter.,"We live in the Topeka, Kansas area. We live in a 20-49 family building built in the 1960s with 1 bedrooms. We rent.",2: My daughter is 43-year-old. She was born in Kansas. she have been looking for work. She is a Personal care aide. She made $27.4K last year.
486718,"1,2,3,4","I am a 65-year-old woman. I was born in Illinois. I am a Hairdresser, hairstylist, and cosmetologist. I made $34K last year.",I live with 3 male roommates.,"We live in the Chicago-Naperville-Elgin, IL-IN area. We live in a house built in the 1970s with 4 bedrooms. We own our home. our annual property taxes are $ 3,500 - 3,599.","2: My male roommate is 78-year-old. He is a veteran. He was born in Illinois. He made $18K last year. He studied Pharmacy, Pharmaceutical Sciences, and Administration. | 3: My male roommate is 54-year-old. He was born in New York. He did not have personal income last year. | 4: My male roommate is 51-year-old. He was born in Indiana. He works as a Electrician. He made $52K last year. he leaves for work at around 5:02 AM. It takes him about 149 minutes to get to work."
144985,"1,2",I am a 45-year-old man. I was born in California. I have been looking for work. I am a truck driver. I made $30.1K last year.,I live with my male roommate.,"We live in the Riverside-San Bernardino-Ontario, California area. We live in a 2-family home built in the 2000s with 2 bedrooms. We rent.","2: My male roommate is 56-year-old. He was born in California. he have been looking for work. He works as a Unemployed, with no work experience in the last 5 years or earlier or never worked. He made $30.1K last year."
1193388,"1,2,3",I am a 66-year-old woman. I was born in Pennsylvania. I am a Administrative assistant. I made $55K last year. I drive to work. I leave for work at around 6:02 AM. It takes me about 6 minutes to get to work.,I live with my mother and my sister.,We live in Pennsylvania. We live in a house built before 1939 with 3 bedrooms. We rent.,2: My sister is 57-year-old. She was born in Pennsylvania. She is a Nursing assistant. She made $38K last year. she leaves for work at around 6:02 AM. It takes her about 6 minutes to get to work. | 3: My mother is 87-year-old. She was born in Pennsylvania. She made $23K last year.
150687,"1,2,3",I am a 67-year-old woman. I was born in California. I am a Administrative assistant. I made $134K last year. I drive to work. I leave for work at around 7:32 AM. It takes me about 60 minutes to get to work.,I live with my daughter and another female non-relative.,"We live in the San Diego-Chula Vista-Carlsbad, California area. We live in a attached house built in the 1980s with 2 bedrooms. We used a mortgage to buy our home. our annual property taxes are $4500-4599 ($4501+ 1990 U.S. Samples).",2: My daughter is 33-year-old. She was born in California. She is a Services sales representative. She made $65K last year. She studied Communications. she leaves for work at around 9:02 AM. It takes her about 40 minutes to get to work. | 3: My other non-relatives is 55-year-old. She was born in Ohio. She is a Office clerk. She made $65K last year. She studied General Business. she leaves for work at around 8:02 AM. It takes her about 60 minutes to get to work.
1360001,"1,2,3,4",I am a 58-year-old woman. I was born in Texas. I am a Maid and housekeeping cleaner. I made $50.6K last year. I drive to work. I leave for work at around 6:52 AM. It takes me about 4 minutes to get to work.,I live with my son and my male roommate and my female roommate.,We live in Texas. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $6000 - 6999.,2: My son is 28-year-old. He was born in Florida. He works as a Agricultural product grader and sorter. He made $20K last year. he leaves for work at around 8:02 AM. It takes him about 20 minutes to get to work. | 3: My male roommate is 59-year-old. He was born in Texas. He works as a Industrial truck and tractor operator. He made $27K last year. | 4: My female roommate is 29-year-old. She was born in Texas. She is a educational instruction and library worker. She made $64K last year. She studied Psychology. she leaves for work at around 6:52 AM. It takes her about 4 minutes to get to work.
721611,"1,2,3,4,5,6,7,8","I am a 65-year-old man. I was born in Michigan. I am a Grinding, lapping, polishing, and buffing machine tool setter, operator, and tender, metal and plastic. I made $24K last year.","I live with 2 sons, my grandson and 2 granddaughters, my brother, and my daughter-in-law.","We live in Michigan. We live in a house built in the 1940s with 3 bedrooms. We own our home. our annual property taxes are $ 1,800 - 1,899.",2: My son is 36-year-old. He has trouble with his hearing. He was born in Michigan. He works as a agricultural worker. He made $27K last year. he leaves for work at around 3:05 AM. It takes him about 25 minutes to get to work. | 3: My son is 35-year-old. He was born in Michigan. He works as a Wholesale and manufacturing sales representative. He made $40K last year. he leaves for work at around 5:02 AM. It takes him about 30 minutes to get to work. | 4: My brother is 66-year-old. He was born in Michigan. He works as a First-line Supervisor of construction trades and extraction worker. He made $16K last year. | 5: My granddaughter is 9-year-old. She was born in Michigan. | 6: My grandson is 6-year-old. He was born in Michigan. | 7: My granddaughter is 4-year-old. She was born in Michigan. | 8: My child-in-law is 33-year-old. She was born in Michigan. She did not have personal income last year.
640388,"1,2,3,4,5",I am a 84-year-old woman. I was born in West Virginia. I made $89.5K last year.,"I live with 2 daughters, my grandson, and my son-in-law.","We live in Maryland. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,300 - 2,399.",2: My daughter is 57-year-old. She was born in Maryland. She is a Human resources worker. She made $42.8K last year. she leaves for work at around 7:02 AM. It takes her about 20 minutes to get to work. | 3: My daughter is 57-year-old. She was born in Maryland. She is a Food service manager. She made $39K last year. she leaves for work at around 9:02 AM. It takes her about 5 minutes to get to work. | 4: My grandson is 34-year-old. He was born in Maryland. He works as a Cashier. He made $15K last year. He studied Biology. he leaves for work at around 6:02 AM. It takes him about 60 minutes to get to work. | 5: My child-in-law is 63-year-old. He is a veteran. He was born in Maryland. He works as a Stationary engineer and boiler operator. He made $62.7K last year.
1212942,"1,2",I am a 71-year-old woman. I was born in Ohio. I am a Postsecondary teacher. I made $367K last year. I studied Political Science and Government in college.,I live with my male partner.,We live in South Carolina. We live in a house built in the 2000s with 3 bedrooms. We own our home. our annual property taxes are $20000-20999.,2: My male partner is 71-year-old. He was born in Indiana. He works as a Management analyst. He made $471K last year. He studied History.
1372607,"1,2",I am a 65-year-old woman. I was born in Arkansas. I am a Childcare worker. I made $200 last year.,I live with another male non-relative.,"We live in the Dallas-Fort Worth-Arlington, Texas area. We live in a house built in the 2010s with 3 bedrooms. We own our home. our annual property taxes are $7000 - 7999.","2: My other non-relatives is 70-year-old. He was born in Texas. He works as a Butcher and meat, poultry, and fish processing worker. He made $15K last year."
365147,"1,2,3,4","I am a 67-year-old woman. I was born in West Virginia. I am a Title examiner, abstractor, and searcher. I made $29.4K last year.","I live with my son, my granddaughter, and another female non-relative.","We live in the Orlando-Kissimmee-Sanford, Florida area. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 2,000 - 2,099.",2: My son is 42-year-old. He was born in Florida. He works as a Landscaping and groundskeeping worker. He made $7K last year. he leaves for work at around 8:02 AM. It takes him about 15 minutes to get to work. | 3: My granddaughter is 12-year-old. She was born in Florida. | 4: My other non-relatives is 42-year-old. She was born in Florida. She is a Public safety telecommunicator. She made $33.9K last year. she leaves for work at around 8:02 AM. It takes her about 15 minutes to get to work.
219646,"1,2",I am a 58-year-old man. I was born in California. I am a truck driver. I made $50K last year.,I live with my mother.,"We live in the Sacramento-Roseville-Folsom, California area. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $7000 - 7999.",2: My mother is 81-year-old. She was born in Kansas. She is a Teaching assistant. She made $29.6K last year.
323215,"1,2",I am a 66-year-old man. I moved last year. I have trouble with my vision. I was born in SOUTH AMERICA. I am a Security guard and gaming surveillance officer. I made $101.5K last year.,I live with my male roommate.,"We live in the Palm Bay-Melbourne-Titusville, Florida area. We live in a attached house built in the 1980s with 2 bedrooms. We rent.",2: My male roommate is 66-year-old. He has trouble with his vision. He was born in Texas. He works as a Construction laborer. He made $19.5K last year. He studied Psychology.
363753,"1,2,3,4",I am a 56-year-old woman. I was born in Maryland. I am a Elementary and middle school teacher. I made $82K last year. I studied Industrial Production Technologies in college. I drive to work. I leave for work at around 9:02 AM. It takes me about 20 minutes to get to work.,"I live with my son, my father, and my brother.","We live in the Miami-Fort Lauderdale-West Palm Beach, Florida area. We live in a house built around 1990 with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $8000-8999 ($8000-9099 in 2000).",2: My son is 25-year-old. He was born in Florida. He works as a Computer occupation. He made $40K last year. He studied Intercultural and International Studies. he leaves for work at around 7:32 AM. It takes him about 45 minutes to get to work. | 3: My brother is 53-year-old. He was born in Maryland. He works as a Wholesale and retail buyer. He made $200K last year. he leaves for work at around 8:32 AM. It takes him about 35 minutes to get to work. | 4: My father is 95-year-old. He was born in Florida. He made $31K last year.
768322,"1,2,3",I am a 74-year-old woman. I was born in Mississippi. I made $70.1K last year.,I live with my son and another female non-relative.,"We live in Mississippi. We live in a house built before 1939 with 3 bedrooms. We own our home. our annual property taxes are $ 3,000 - 3,099.",2: My son is 44-year-old. He was born in Louisiana. he have been looking for work. He works as a Lodging manager. He did not have personal income last year. | 3: My other non-relatives is 47-year-old. She was born in Louisiana. She is a Administrative assistant. She made $25K last year. she leaves for work at around 8:32 AM. It takes her about 5 minutes to get to work.
1298174,"1,2",I am a 77-year-old woman. I was born in Florida. I am a Records clerk. I made $189K last year. I studied Family and Consumer Sciences in college.,I live with my female roommate.,"We live in the Dallas-Fort Worth-Arlington, Texas area. We live in a house built around 1990 with 5 bedrooms. We own our home. our annual property taxes are $20000-20999.",2: My female roommate is 74-year-old. She was born in Texas. She is a Records clerk. She made $17.4K last year.
217719,"1,2",I am a 73-year-old man. I was born in Michigan. I am a Artist. I made $87K last year.,I live with my female partner.,"We live in the Santa Rosa-Petaluma, California area. We live in a house built in the 1970s with 5 bedrooms. We used a mortgage to buy our home. our annual property taxes are $9000-9999 ($9100+ in 2000).",2: My female partner is 48-year-old. She was born in Washington. She is a Taxi driver. She made $14.7K last year.
65718,"1,2",I am a 71-year-old woman. I was born in Illinois. I am a Cashier. I made $15K last year. I studied Nursing in college.,I live with my male partner.,We live in Arkansas. We live in a house built in the 1970s with 2 bedrooms. We own our home. our annual property taxes are $ 300 - 349.,2: My male partner is 69-year-old. He was born in Nebraska. He works as a Computer support specialist. He made $21.9K last year.
1078987,"1,2,3",I am a 54-year-old woman. I was born in Ohio. I am a Recreation worker. I made $38K last year. I drive to work. I leave for work at around 7:17 AM. It takes me about 40 minutes to get to work.,I live with my son and my male partner.,We live in Ohio. We live in a house built in the 1940s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 800 - 849.,2: My male partner is 54-year-old. He was born in Ohio. He works as a Construction equipment operator. He made $35K last year. | 3: My son is 24-year-old. He was born in Ohio. He works as a Automotive service technician and mechanic. He made $26K last year. he leaves for work at around 7:17 AM. It takes him about 25 minutes to get to work.
40083,"1,2,3,4,5",I am a 58-year-old man. I was born in Mexico. I am a Supervisor of production and operating worker. I made $50K last year. I drive to work. I leave for work at around 1:05 PM. It takes me about 30 minutes to get to work.,"I live with my daughter, my grandson and my granddaughter, and my female partner.","We live in the Phoenix-Mesa-Chandler, Arizona area. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home. our annual property taxes are $ 50 - 99.",2: My female partner is 55-year-old. She was born in Mexico. She is a Correspondence and order clerk. She made $50K last year. she leaves for work at around 7:02 AM. It takes her about 30 minutes to get to work. | 3: My daughter is 36-year-old. She was born in Mexico. she have been looking for work. She is a Childcare worker. She made $670 last year. She studied Marketing and Marketing Research. | 4: My granddaughter is 15-year-old. She was born in Arizona. She did not have personal income last year. | 5: My grandson is 5-year-old. He has trouble with his hearing. He was born in Arizona.
848110,"1,2,3,4,5,6",I am a 57-year-old man. I was born in Philippines. I am a Avionics technician. I made $213.5K last year. I studied Civil Engineering in college. I drive to work. I leave for work at around 7:47 AM. It takes me about 5 minutes to get to work.,"I live with my son and my daughter, 2 sisters, and another female relative.","We live in the New York-Newark-Jersey City, NY-NJ area. We live in a house built before 1939 with 4 bedrooms. We rent.","2: My son is 35-year-old. He was born in Philippines. He works as a Transportation, storage, and distribution manager. He made $25K last year. he leaves for work at around 7:02 AM. It takes him about 45 minutes to get to work. | 3: My daughter is 23-year-old. She was born in Philippines. she have been looking for work. She is a Office clerk. She made $8.9K last year. She studied Marketing and Marketing Research. she leaves for work at around 7:42 AM. It takes her about 20 minutes to get to work. | 4: My sister is 67-year-old. She was born in Philippines. She is a Retail salesperson. She made $43K last year. | 5: My sister is 63-year-old. She was born in Philippines. She is a First-line supervisor of office and administrative support worker. She made $46K last year. she leaves for work at around 3:05 PM. It takes her about 5 minutes to get to work. | 6: My other relatives is 33-year-old. She was born in Philippines. She is a Cashier. She made $30K last year. she leaves for work at around 7:15 PM. It takes her about 7 minutes to get to work."
400940,"1,2,3",I am a 60-year-old woman. I am a veteran. I was born in Georgia. I am a Interviewer. I made $23.7K last year. I studied Criminal Justice and Fire Protection in college.,I live with my adopted daughter and my sister.,We live in Georgia. We live in a house built in the 2010s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 500 - 549.,2: My adopted daughter is 14-year-old. She was born in Georgia. | 3: My sister is 60-year-old. She has trouble with her vision. She is a veteran. She was born in Georgia. She is a Claims adjuster and investigator. She made $1.4K last year.
733278,"1,2,3,4",I am a 70-year-old woman. I was born in New York. I made $33.7K last year.,I live with my son and another male non-relative and another female non-relative.,"We live in the Lansing-East Lansing, Michigan area. We live in a house built before 1939 with 4 bedrooms. We own our home. our annual property taxes are $ 250 - 299.","2: My son is 46-year-old. He was born in Michigan. He works as a Forming machine setter, operator, and tender, metal and plastic. He made $3.2K last year. | 3: My other non-relatives is 52-year-old. She was born in Michigan. She is a Laundry and dry-cleaning worker. She made $9.1K last year. she leaves for work at around 4:35 AM. It takes her about 18 minutes to get to work. | 4: My other non-relatives is 32-year-old. He is a veteran. He was born in Michigan. he have been looking for work. He works as a Security guard and gaming surveillance officer. He made $27.4K last year."
1332378,"1,2,3,4,5","I am a 51-year-old woman. I was born in Mexico. I am a Transportation, storage, and distribution manager. I made $49K last year. I studied General Education in college. I drive to work. I leave for work at around 4:45 AM. It takes me about 40 minutes to get to work.","I live with 2 sons, my sister, and my male roommate.","We live in the Dallas-Fort Worth-Arlington, Texas area. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 700 - 749.",2: My son is 25-year-old. He was born in Texas. He works as a Construction laborer. He made $40K last year. he leaves for work at around 8:32 AM. It takes him about 10 minutes to get to work. | 3: My son is 11-year-old. He has trouble with his vision. He was born in Texas. | 4: My sister is 45-year-old. She was born in Mexico. She did not have personal income last year. | 5: My male roommate is 55-year-old. He was born in Mexico. He works as a Construction laborer. He did not have personal income last year.
422471,"1,2,3,4,5,6",I am a 66-year-old woman. I was born in Georgia. I made $17K last year.,I live with my daughter and 3 grandsons and my granddaughter.,"We live in the Atlanta-Sandy Springs-Roswell, Georgia area. We live in a house built in the 1980s with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 300 - 349.",2: My daughter is 45-year-old. She was born in Georgia. she have been looking for work. She is a Waiter and waitresse. She made $25.8K last year. she leaves for work at around 9:02 AM. It takes her about 30 minutes to get to work. | 3: My grandson is 27-year-old. He was born in Ohio. He works as a Construction manager. He made $102K last year. he leaves for work at around 12:05 PM. It takes him about 60 minutes to get to work. | 4: My granddaughter is 11-year-old. She was born in Georgia. | 5: My grandson is 8-year-old. He was born in Georgia. | 6: My grandson is 5-year-old. He was born in Georgia.
122581,"1,2",I am a 66-year-old man. I am a veteran. I was born in Ohio. I am a Records clerk. I made $22K last year.,I live with another female non-relative.,"We live in the Fresno, California area. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 4,000 - 4,099.","2: My other non-relatives is 68-year-old. She was born in Colorado. She is a Bus driver, transit and intercity. She made $19.8K last year."
566508,"1,2,3",I am a 69-year-old woman. I was born in Texas. I have been looking for work. I am a Maid and housekeeping cleaner. I made $31.8K last year. I drive to work. I leave for work at around 7:02 AM. It takes me about 10 minutes to get to work.,I live with my son and my daughter.,"We live in the Wichita, Kansas area. We live in a 5-9 family building built in the 2000s with 2 bedrooms. We rent.",2: My son is 42-year-old. He was born in Kansas. he have been looking for work. He works as a General and operations manager. He did not have personal income last year. | 3: My daughter is 39-year-old. She was born in Kansas. She is a Teaching assistant. She did not have personal income last year.
1342377,"1,2",I am a 68-year-old man. I was born in Texas. I am a Construction laborer. I made $8K last year.,I live with my female partner.,We live in Texas. We live in a house built in the 1950s with 3 bedrooms. We own our home. our annual property taxes are $ 500 - 549.,2: My female partner is 45-year-old. She was born in Texas. she have been looking for work. She is a Cook. She made $2.5K last year.
1515485,"1,2",I am a 72-year-old man. I have trouble with my hearing. I am a veteran. I was born in Wisconsin. I am a Services sales representative. I made $57.2K last year.,I live with my female partner.,"We live in Wisconsin. We live in a house built in the 1970s with 5 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 3,600 - 3,699.",2: My female partner is 66-year-old. She was born in Wisconsin. She is a Paralegal and legal assistant. She made $3.8K last year.
1305467,"1,2",I am a 62-year-old woman. I have trouble with my vision. I was born in Texas. I am a Nursing assistant. I made $52.9K last year. I drive to work. I leave for work at around 1:35 PM. It takes me about 20 minutes to get to work.,I live with my son.,"We live in the Waco, Texas area. We live in a 50+ family building built in the 1960s. We rent.",2: My son is 44-year-old. He was born in Texas. He works as a Janitor and building cleaner. He made $20K last year. he leaves for work at around 8:47 AM. It takes him about 10 minutes to get to work.
1528734,"1,2,3",I am a 66-year-old man. I moved last year. I am a veteran. I was born in New York. I am a Security guard and gaming surveillance officer. I made $3K last year. I studied General Social Sciences in college.,I live with my female partner and another male non-relative.,"We live in Wisconsin. We live in a house built around 1990 with 3 bedrooms. We own our home. our annual property taxes are $ 2,500 - 2,599.",2: My female partner is 59-year-old. She was born in Germany. she have been looking for work. She is a Social worker. She made $2K last year. She studied General Social Sciences. | 3: My other non-relatives is 27-year-old. He was born in Wisconsin. he have been looking for work. He works as a Baker. He made $14.4K last year.
342374,"1,2",I am a 70-year-old man. I was born in Maine. I am a truck driver. I made $28K last year.,I live with my female partner.,"We live in the Ocala, Florida area. We live in a house built in the 1980s with 2 bedrooms. We own our home. our annual property taxes are $ 1,000 - 1,099.",2: My female partner is 69-year-old. She was born in Michigan. She is a Skincare specialist. She made $22K last year.
586396,"1,2,3",I am a 58-year-old man. I have trouble with my hearing. I was born in Kentucky. I am a Electrical power-line installer and repairer. I made $43.3K last year.,I live with my female partner and another female relative.,We live in Kentucky. We live in a house built in the 1980s with 2 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 550 - 599.,2: My female partner is 37-year-old. She was born in Kentucky. She is a Cashier. She did not have personal income last year. | 3: My other relatives is 51-year-old. She has trouble with her vision. She was born in Kentucky. She made $19.7K last year.
199991,"1,2",I am a 64-year-old man. I was born in California. I am a Taxi driver. I made $38.5K last year. I drive to work. I leave for work at around 5:32 AM. It takes me about 45 minutes to get to work.,I live with my female partner.,"We live in the Los Angeles-Long Beach-Anaheim, California area. We live in a attached house built around 1990 with 3 bedrooms. We own our home. our annual property taxes are $12000-12999.",2: My female partner is 64-year-old. She was born in California. She is a Sales manager. She made $459K last year. she leaves for work at around 7:02 AM. It takes her about 25 minutes to get to work.
416741,"1,2,3,4",I am a 55-year-old woman. I was born in Georgia. I am a truck driver. I made $40K last year. I drive to work. I leave for work at around 5:17 AM. It takes me about 15 minutes to get to work.,"I live with my son, my granddaughter, and my male partner.",We live in Georgia. We live in a house built before 1939 with 1 bedrooms. We own our home. our annual property taxes are $ 400 - 449.,"2: My male partner is 53-year-old. He was born in Alabama. He works as a Welding, soldering, and brazing worker. He did not have personal income last year. | 3: My son is 35-year-old. He was born in Georgia. He works as a truck driver. He made $75K last year. he leaves for work at around 7:12 AM. It takes him about 35 minutes to get to work. | 4: My granddaughter is 17-year-old. She was born in Georgia. She did not have personal income last year."
1363811,"1,2",I am a 54-year-old woman. I was born in California. I am a Retail supervisor. I made $1.9K last year.,I live with another male non-relative.,We live in Texas. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We rent. our rent is $400-499  ($400+ Puerto Rico) per month.,2: My other non-relatives is 46-year-old. He has trouble with his vision. He was born in Texas. He works as a First-line Supervisor of construction trades and extraction worker. He did not have personal income last year.
735228,"1,2",I am a 59-year-old woman. I moved last year. I was born in Michigan. I am a Printing press operator. I made $33.4K last year.,I live with my female roommate.,"We live in the Detroit-Warren-Dearborn, Michigan area. We live in a mobile home or trailer built in the 1970s with 3 bedrooms. We own our home.",2: My female roommate is 57-year-old. She was born in Michigan. She is a Medical assistant. She made $17.8K last year.
951969,"1,2",I am a 72-year-old man. I have trouble with my hearing. I was born in Connecticut. I am a Mechanical engineer. I made $110K last year. I studied Mechanical Engineering in college.,I live with my female partner.,"We live in the Rochester, New York area. We live in a house built before 1939 with 5 bedrooms. We own our home. our annual property taxes are $ 2,400 - 2,499.",2: My female partner is 63-year-old. She was born in New York. She is a Sewing machine operator. She made $30K last year.
1235823,"1,2,3,4,5",I am a 42-year-old man. I was born in Texas. I am a manager. I made $15.9K last year. I drive to work. I leave for work at around 5:15 PM. It takes me about 158 minutes to get to work.,"I live with my son and my daughter, my female roommate, and another male non-relative.",We live in South Dakota. We live in a house built in the 1970s with 3 bedrooms. We rent.,2: My son is 13-year-old. He was born in South Dakota. | 3: My daughter is 6-year-old. She was born in South Dakota. | 4: My female roommate is 41-year-old. She was born in Texas. She is a Nursing assistant. She made $12.8K last year. she leaves for work at around 8:02 AM. It takes her about 30 minutes to get to work. | 5: My other non-relatives is 12-year-old. He was born in South Dakota.
251412,"1,2",I am a 62-year-old woman. I was born in Colorado. I am a Baker. I made $37.8K last year.,I live with my male partner.,"We live in the Colorado Springs, Colorado area. We live in a house built around 1990 with 4 bedrooms. We own our home. our annual property taxes are $ 500 - 549.",2: My male partner is 65-year-old. He was born in Colorado. He works as a Construction manager. He made $12.5K last year. he leaves for work at around 5:12 AM. It takes him about 15 minutes to get to work.
434605,"1,2,3",I am a 64-year-old woman. I was born in Mexico. I made $57K last year.,I live with my daughter and my male partner.,"We live in the Atlanta-Sandy Springs-Roswell, Georgia area. We live in a house built in the 1950s with 3 bedrooms. We own our home. our annual property taxes are $ 3,100 - 3,199.",2: My male partner is 63-year-old. He was born in Mexico. He works as a painter and paperhanger. He made $41.6K last year. He studied Chemistry. he leaves for work at around 6:12 AM. It takes him about 40 minutes to get to work. | 3: My daughter is 31-year-old. She was born in Central America. She is a transportation and material moving worker Supervisor. She made $62K last year. She studied Biology. she leaves for work at around 6:12 AM. It takes her about 40 minutes to get to work.
764628,"1,2,3,4",I am a 87-year-old woman. I have trouble with my vision. I was born in California. I am a Secondary school teacher. I made $85.5K last year. I studied Nursing in college. I drive to work. I leave for work at around 6:32 AM. It takes me about 10 minutes to get to work.,I live with 2 daughters and my sister.,"We live in the Jackson, Mississippi area. We live in a house built in the 1940s with 3 bedrooms. We own our home. our annual property taxes are $ 1,000 - 1,099.","2: My daughter is 64-year-old. She was born in Mississippi. She made $21.9K last year. | 3: My daughter is 62-year-old. She was born in Mississippi. She is a Bookkeeping, accounting, and auditing clerk. She made $33.4K last year. she leaves for work at around 5:02 AM. It takes her about 45 minutes to get to work. | 4: My sister is 73-year-old. She was born in California. She is a Registered nurse. She made $93.4K last year."
1127334,"1,2",I am a 78-year-old man. I am a veteran. I was born in Oregon. I am a Logging worker. I made $27.3K last year.,I live with my female partner.,We live in Oregon. We live in a mobile home or trailer built in the 1980s with 2 bedrooms. We own our home. our annual property taxes are $ 650 - 699.,2: My female partner is 62-year-old. She was born in California. She is a Office clerk. She made $5.1K last year.
1169883,"1,2",I am a 72-year-old man. I was born in Pennsylvania. I am a manager. I made $498.6K last year. I studied Business Management and Administration in college.,I live with my female partner.,"We live in the Philadelphia-Camden-Wilmington, PA-NJ-DE-MD area. We live in a house built before 1939 with 4 bedrooms. We used a mortgage to buy our home. our annual property taxes are $12000-12999.",2: My female partner is 65-year-old. She was born in Pennsylvania. She is a Customer service representative. She made $2.4K last year. She studied General Education.
612010,"1,2,3,4,5,6,7",I am a 42-year-old woman. I have trouble with my vision. I was born in Louisiana. I am a Food service manager. I made $2K last year. I drive to work. I leave for work at around 6:32 AM. It takes me about 3 minutes to get to work.,I live with 2 sons and another male non-relative and 3 female non-relatives.,We live in Louisiana. We live in a house built in the 1980s with 4 bedrooms. We rent.,"2: My son is 19-year-old. He was born in Louisiana. He works as a Baggage porter, bellhop, and concierge. He made $5K last year. he leaves for work at around 7:02 AM. It takes him about 10 minutes to get to work. | 3: My son is 11-year-old. He was born in Louisiana. | 4: My other non-relatives is 41-year-old. She was born in Louisiana. She is a First-line food prep supervisor. She made $22.9K last year. she leaves for work at around 6:32 AM. It takes her about 20 minutes to get to work. | 5: My other non-relatives is 19-year-old. He was born in Florida. He works as a Cook. He made $20K last year. he leaves for work at around 9:02 AM. It takes him about 5 minutes to get to work. | 6: My other non-relatives is 17-year-old. She was born in Louisiana. She is a Waiter and waitresse. She made $600 last year. she leaves for work at around 7:12 AM. It takes her about 15 minutes to get to work. | 7: My other non-relatives is 16-year-old. She was born in Louisiana. She is a Recreation worker. She made $600 last year. she leaves for work at around 6:02 AM. It takes her about 20 minutes to get to work."
312796,"1,2",I am a 67-year-old woman. I was born in New York. I am a First-line supervisor of office and administrative support worker. I made $47.4K last year. I studied Computer Science in college.,I live with my male partner.,"We live in the Tampa-St. Petersburg-Clearwater, Florida area. We live in a 20-49 family building built in the 1980s with 1 bedrooms. We own our home. our annual property taxes are $ 1,700 - 1,799.",2: My male partner is 69-year-old. He was born in New York. He works as a Massage therapist. He made $14.3K last year.
485804,"1,2,3",I am a 33-year-old woman. I moved last year. I was born in Illinois. I have been looking for work. I am a Bartender. I made $28.2K last year.,I live with my son and my male partner.,We live in Illinois. We live in a house built in the 1960s with 2 bedrooms. We rent.,2: My male partner is 50-year-old. He was born in Illinois. He works as a Bartender. He made $6K last year. | 3: My son is 6-year-old. He was born in Illinois.
341750,"1,2,3,4",I am a 38-year-old woman. I was born in Texas. I am a Cost estimator. I made $62K last year. I studied Commercial Art and Graphic Design in college. I drive to work. I leave for work at around 6:02 AM. It takes me about 60 minutes to get to work.,I live with 2 sons and my mother.,"We live in the Miami-Fort Lauderdale-West Palm Beach, Florida area. We live in a attached house built in the 1980s with 3 bedrooms. We own our home. our annual property taxes are $ 1,000 - 1,099.","2: My son is 15-year-old. He was born in Florida. He did not have personal income last year. | 3: My son is 1-year-old. He was born in Florida. | 4: My mother is 65-year-old. She was born in District of Columbia. She is a Nurse practitioner, and nurse midwive. She made $2.2K last year. She studied Nursing."
1122524,"1,2,3",I am a 54-year-old woman. I was born in California. I have been looking for work. I am a Administrative assistant. I made $33.5K last year.,I live with my daughter and my grandson.,"We live in the Salem, Oregon area. We live in a house built in the 1960s with 3 bedrooms. We rent.",2: My daughter is 33-year-old. She was born in California. She is a Receptionist. She made $27K last year. she leaves for work at around 3:05 PM. It takes her about 25 minutes to get to work. | 3: My grandson is 3-year-old. He was born in Oregon.
1232291,"1,2",I am a 62-year-old woman. I was born in South Carolina. I am a Insurance sales agent. I made $58.2K last year.,I live with my daughter.,"We live in the Charleston-North Charleston, South Carolina area. We live in a house built in the 2010s with 3 bedrooms. We used a mortgage to buy our home. our annual property taxes are $ 1,700 - 1,799.",2: My daughter is 39-year-old. She was born in South Carolina. she have been looking for work. She is a Emergency medical technician. She made $50K last year.
